# Los nombres reales de los mensajes, sacados de global-metadata.dat de 3.6.10.10.
#
# El ofuscador renombra las clases a tres letras pero deja estas cadenas en el fichero, en la
# region fieldAndParameterDefaultValueData. Estan huerfanas: NADIE las referencia (comprobado
# contra las tablas de valores por defecto: 3 coincidencias de 2.687, o sea ruido). Asi que no
# se puede saber por el cliente cual va con cual.
#
# Sirven igual: son la lista CERRADA de nombres validos de esta version. Bautizar un opcode deja
# de ser inventar y pasa a ser elegir de una lista de 513.
#
# nombre_corto\tnombre_completo
DungeonMatchmakingInformationResponse	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingInformationResponse
DungeonMatchmakingInvitationResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingInvitationResultEvent
DungeonMatchmakingInvitationStatesEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingInvitationStatesEvent
DungeonMatchmakingJoinedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingJoinedEvent
DungeonMatchmakingRefuseDungeonRequest	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingRefuseDungeonRequest
DungeonSurrenderCooldownEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonSurrenderCooldownEvent
DungeonSurrenderEndedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonSurrenderEndedEvent
LockableCodeResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Element.LockableCodeResultEvent
LockableShowCodeDialogEvent	Com.Ankama.Dofus.Server.Game.Protocol.Element.LockableShowCodeDialogEvent
PurchasableDialogEvent	Com.Ankama.Dofus.Server.Game.Protocol.Element.PurchasableDialogEvent
EmotePlayEvent	Com.Ankama.Dofus.Server.Game.Protocol.Emote.EmotePlayEvent
DecraftResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.DecraftResultEvent
ExchangeBidHouseBuyResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidHouseBuyResultEvent
ExchangeBidHouseInListUpdatedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidHouseInListUpdatedEvent
ExchangeBidHouseListRequest	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidHouseListRequest
ExchangeBidHouseTypeRequest	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidHouseTypeRequest
ExchangeBidPriceEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidPriceEvent
ExchangeBidSellerStartedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBidSellerStartedEvent
ExchangeBoughtEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeBoughtEvent
ExchangeCraftResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeCraftResultEvent
ExchangeErrorEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeErrorEvent
ExchangeItemAutoCraftStoppedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeItemAutoCraftStoppedEvent
ExchangeLeaveEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeLeaveEvent
ExchangeMoneyMovementLimitEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeMoneyMovementLimitEvent
ExchangeObjectPutInBagEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeObjectPutInBagEvent
ExchangeObjectRemovedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeObjectRemovedEvent
ExchangeObjectTransferListWithQuantityToInventoryRequest	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeObjectTransferListWithQuantityToInventoryRequest
ExchangeObjectUseInWorkshopRequest	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeObjectUseInWorkshopRequest
ExchangeObjectsSellRequest	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeObjectsSellRequest
ExchangeReadyEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeReadyEvent
ExchangeRequestedTradeEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeRequestedTradeEvent
ExchangeStartedWithPodsEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeStartedWithPodsEvent
ExchangeTypesItemsExchangerDescriptionForUserEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeTypesItemsExchangerDescriptionForUserEvent
ExchangeWeightEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.ExchangeWeightEvent
RecycleResultEvent	Com.Ankama.Dofus.Server.Game.Protocol.Exchange.RecycleResultEvent
DetailedStatistics	Com.Ankama.Dofus.Server.Game.Protocol.Fight.DetailedStatistics
FightChallengeJoinRefuseEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightChallengeJoinRefuseEvent
FightControlEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightControlEvent
FightMapContext	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightMapContext
FightResume	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightResume
FightScenarioEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightScenarioEvent
FightTurnReadyRequest	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightTurnReadyRequest
FightTurnStartPlayingEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FightTurnStartPlayingEvent
FighterIdentity	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FighterIdentity
FighterResumeInfo	Com.Ankama.Dofus.Server.Game.Protocol.Fight.FighterResumeInfo
FightHumanReadyStateEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.Preparation.FightHumanReadyStateEvent
FightJoinRequest	Com.Ankama.Dofus.Server.Game.Protocol.Fight.Preparation.FightJoinRequest
FightOptionUpdateEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.Preparation.FightOptionUpdateEvent
FightPlacementSwapPositionsAcceptRequest	Com.Ankama.Dofus.Server.Game.Protocol.Fight.Preparation.FightPlacementSwapPositionsAcceptRequest
FightSpectatePlayerRequest	Com.Ankama.Dofus.Server.Game.Protocol.Fight.Preparation.FightSpectatePlayerRequest
TimelineRefreshEvent	Com.Ankama.Dofus.Server.Game.Protocol.Fight.TimelineRefreshEvent
EntitySpawnInformation	Com.Ankama.Dofus.Server.Game.Protocol.Game.Action.EntitySpawnInformation
GameActionFightCastRequest	Com.Ankama.Dofus.Server.Game.Protocol.Game.Action.GameActionFightCastRequest
GameActionFightEvent	Com.Ankama.Dofus.Server.Game.Protocol.Game.Action.GameActionFightEvent
GameActionItemConsumeRequest	Com.Ankama.Dofus.Server.Game.Protocol.Game.Action.GameActionItemConsumeRequest
GameActionItemListEvent	Com.Ankama.Dofus.Server.Game.Protocol.Game.Action.GameActionItemListEvent
